Cliente_ID,Edad,Genero,Saldo,Activo,Nivel_de_Satisfaccion
57,58.0,M,40346.62,0.0,4.0
58,0.0,F,73337.36,1.0,1.0
59,72.0,F,59079.67,1.0,2.0
60,35.0,M,26268.94,1.0,5.0
61,46.0,M,65800.76,1.0,1.0
62,74.0,M,90968.89,1.0,3.0
63,51.0,F,86439.98,1.0,1.0
64,49.0,M,67514.2,0.0,3.0
65,38.0,F,86882.59,0.0,3.0
66,73.0,M,20792.41,1.0,5.0
67,48.0,F,30658.52,0.0,3.0
68,79.0,F,97218.83,0.0,1.0
69,65.0,M,54089.79,0.0,2.0
70,0.0,F,7616.27,0.0,3.0
71,67.0,M,1256.86,0.0,5.0
72,60.0,M,66551.89,1.0,4.0
73,30.0,N,73109.73,0.0,1.0
74,41.0,N,0.0,1.0,5.0
75,0.0,M,0.0,0.0,3.0
76,45.0,F,83659.53,0.0,3.0
77,18.0,M,32666.21,0.0,1.0
78,72.0,M,28529.04,0.0,2.0
79,26.0,F,8642.47,1.0,2.0
80,71.0,F,0.0,1.0,1.0
81,71.0,N,99110.56,0.0,5.0
82,0.0,F,93511.45,0.0,1.0
83,56.0,F,13803.59,0.0,3.0
84,19.0,M,94556.81,0.0,2.0
85,40.0,M,67250.08,0.0,5.0
86,22.0,M,64784.44,0.0,3.0
87,76.0,M,30911.74,1.0,0.0
88,75.0,M,93387.14,0.0,1.0
89,72.0,M,0.0,1.0,4.0
90,0.0,N,12235.55,1.0,2.0
91,0.0,M,30929.62,0.0,4.0
92,0.0,F,91121.79,1.0,5.0
93,61.0,M,62433.75,1.0,3.0
94,74.0,M,40249.59,0.0,3.0
95,40.0,F,79816.68,1.0,2.0
96,55.0,F,99241.93,0.0,5.0
97,50.0,M,70650.55,0.0,3.0
98,72.0,F,51392.31,1.0,0.0
99,19.0,M,0.0,0.0,3.0
100,61.0,N,12489.27,0.0,3.0
101,27.0,M,5960.44,0.0,2.0
102,79.0,M,77718.6,0.0,1.0
103,52.0,F,95459.63,1.0,2.0
104,70.0,M,27154.59,0.0,1.0
105,60.0,F,86617.11,0.0,3.0
106,66.0,M,69090.83,0.0,1.0
107,40.0,F,69807.03,0.0,4.0
108,57.0,F,80299.73,0.0,4.0
109,0.0,N,26756.71,0.0,3.0
110,33.0,M,7473.87,1.0,4.0
111,25.0,M,97077.8,0.0,5.0
112,31.0,M,35106.08,1.0,2.0
113,51.0,M,97419.71,1.0,1.0
114,58.0,F,21473.47,1.0,2.0
115,69.0,M,69460.07,0.0,5.0
116,67.0,M,36598.51,1.0,2.0
117,74.0,F,49708.42,0.0,1.0
118,0.0,M,94023.88,0.0,1.0
119,79.0,M,23006.2,1.0,1.0
120,40.0,F,99672.39,1.0,3.0
121,19.0,F,57432.09,0.0,3.0
122,25.0,M,0.0,1.0,5.0
123,58.0,M,96191.64,0.0,3.0
124,40.0,M,95866.53,0.0,4.0
125,19.0,M,71464.51,1.0,5.0
126,54.0,N,0.0,0.0,5.0
127,0.0,M,33906.9,0.0,1.0
128,41.0,M,6920.98,1.0,5.0
129,25.0,M,27859.84,1.0,2.0
130,21.0,M,65875.6,0.0,5.0
131,22.0,M,72972.69,1.0,0.0
132,66.0,F,59342.16,1.0,2.0
133,33.0,M,33788.52,1.0,1.0
134,59.0,N,0.0,0.0,3.0
135,71.0,F,12027.73,1.0,0.0
136,50.0,F,29632.21,1.0,4.0
137,63.0,F,86592.25,1.0,3.0
138,72.0,F,0.0,0.0,1.0
139,61.0,M,77724.16,0.0,1.0
140,27.0,F,75882.58,0.0,3.0
141,74.0,F,57052.09,0.0,5.0
142,24.0,M,0.0,0.0,2.0
143,73.0,M,3514.43,0.0,1.0
144,57.0,F,37196.61,0.0,4.0
145,77.0,M,25187.57,0.0,5.0
146,34.0,F,39966.88,0.0,3.0
147,48.0,M,79881.44,0.0,5.0
148,55.0,F,43296.33,0.0,4.0
149,31.0,N,5389.94,0.0,1.0
150,47.0,F,50822.73,0.0,5.0
151,59.0,M,25845.98,1.0,5.0
152,54.0,F,49660.2,0.0,1.0
153,37.0,M,93551.44,1.0,4.0
154,62.0,F,97406.58,0.0,2.0
155,23.0,F,80966.46,1.0,4.0
156,72.0,F,66679.64,0.0,0.0
157,57.0,F,90434.13,1.0,1.0
158,28.0,F,98132.04,1.0,3.0
159,76.0,F,93569.03,0.0,1.0
160,43.0,N,89122.61,1.0,0.0
161,55.0,M,69035.73,0.0,3.0
162,52.0,F,13022.55,0.0,4.0
163,52.0,M,48582.01,1.0,1.0
164,74.0,F,87551.09,1.0,3.0
165,26.0,M,19638.56,0.0,3.0
166,45.0,M,29724.8,1.0,2.0
167,32.0,F,48801.94,0.0,2.0
168,60.0,M,86681.41,0.0,2.0
169,34.0,M,33328.44,0.0,4.0
170,68.0,F,47591.99,0.0,2.0
171,0.0,F,0.0,0.0,3.0
172,65.0,N,59292.91,1.0,2.0
173,19.0,F,36884.45,0.0,1.0
174,0.0,F,13338.88,0.0,3.0
175,45.0,F,20533.26,1.0,5.0
176,0.0,F,80321.58,1.0,2.0
177,58.0,F,28111.2,1.0,2.0
178,67.0,M,0.0,1.0,2.0
179,32.0,M,33534.89,0.0,4.0
180,32.0,F,78965.49,1.0,3.0
181,38.0,M,1597.09,1.0,1.0
182,21.0,F,24120.22,1.0,3.0
183,18.0,F,64106.86,0.0,2.0
184,39.0,M,26316.52,0.0,0.0
185,50.0,M,6182.86,0.0,1.0
186,36.0,N,38603.19,0.0,3.0
187,33.0,F,37305.7,0.0,0.0
188,61.0,N,0.0,1.0,1.0
189,0.0,F,84254.5,1.0,4.0
190,27.0,F,28424.67,1.0,5.0
191,24.0,M,66564.53,0.0,1.0
192,21.0,F,33218.83,1.0,2.0
193,78.0,M,69922.12,1.0,4.0
194,34.0,M,5659.2,0.0,5.0
195,79.0,M,13422.84,1.0,4.0
196,62.0,F,44675.17,0.0,1.0
197,25.0,F,93008.73,1.0,5.0
198,77.0,F,56525.45,0.0,3.0
199,43.0,N,36055.02,1.0,5.0
200,63.0,M,33563.07,1.0,4.0
201,20.0,N,23846.91,0.0,5.0
202,0.0,F,50960.25,0.0,2.0
203,22.0,F,83189.39,0.0,4.0
204,51.0,F,95622.38,1.0,5.0
205,30.0,F,22847.54,0.0,5.0
206,61.0,M,10224.38,1.0,5.0
207,76.0,F,24087.49,0.0,4.0
208,24.0,M,25656.81,1.0,3.0
209,58.0,F,76014.86,0.0,1.0
210,77.0,F,40655.65,1.0,1.0
211,41.0,F,37940.78,0.0,5.0
212,60.0,M,58485.0,1.0,2.0
213,54.0,N,94686.38,1.0,5.0
214,77.0,F,63149.59,0.0,3.0
215,72.0,M,0.0,0.0,5.0
216,18.0,F,32906.72,1.0,2.0
217,75.0,M,37167.4,1.0,5.0
218,46.0,M,56914.13,1.0,2.0
219,0.0,N,86330.46,1.0,2.0
220,71.0,F,5633.87,1.0,0.0
221,33.0,F,78674.61,0.0,2.0
222,77.0,F,57872.46,0.0,1.0
223,67.0,M,95564.0,0.0,5.0
224,24.0,M,14446.16,1.0,3.0
225,55.0,M,85370.74,0.0,5.0
226,21.0,M,59552.55,0.0,3.0
227,21.0,N,40961.59,0.0,5.0
228,58.0,M,0.0,1.0,4.0
229,79.0,M,95899.29,0.0,1.0
230,27.0,M,14836.71,0.0,3.0
231,53.0,M,0.0,0.0,4.0
232,0.0,F,78959.25,0.0,4.0
233,52.0,M,42153.62,0.0,2.0
234,23.0,F,2345.69,0.0,3.0
235,48.0,F,41049.13,1.0,0.0
236,47.0,F,21184.99,0.0,5.0
237,65.0,F,1103.28,1.0,3.0
238,71.0,F,13535.73,1.0,3.0
239,66.0,F,25436.68,0.0,3.0
240,76.0,M,0.0,0.0,5.0
241,0.0,N,43040.41,0.0,1.0
242,0.0,M,77889.19,0.0,5.0
243,20.0,F,2490.7,0.0,1.0
244,38.0,F,78965.57,0.0,1.0
245,38.0,F,37699.4,0.0,2.0
246,25.0,F,10730.97,1.0,5.0
247,49.0,F,84200.35,1.0,0.0
248,68.0,F,65981.89,0.0,0.0
249,48.0,M,58266.3,1.0,5.0
250,45.0,M,51464.82,0.0,5.0
251,75.0,M,15326.92,1.0,4.0
252,59.0,M,51903.76,0.0,1.0
253,35.0,N,39693.53,1.0,1.0
254,56.0,M,0.0,1.0,1.0
255,0.0,M,61875.61,0.0,2.0
256,25.0,M,74491.3,1.0,1.0
257,48.0,N,54863.4,0.0,5.0
258,46.0,F,22206.06,1.0,3.0
259,60.0,N,61885.15,1.0,0.0
260,76.0,M,83881.68,1.0,5.0
261,30.0,M,38096.54,0.0,4.0
262,18.0,F,97301.62,0.0,4.0
263,58.0,M,5407.95,0.0,4.0
264,74.0,F,76703.07,0.0,3.0
265,69.0,F,22711.85,0.0,2.0
266,59.0,F,58185.6,0.0,1.0
267,39.0,F,24604.54,1.0,0.0
268,73.0,M,16252.4,0.0,5.0
269,58.0,M,7351.27,1.0,3.0
270,32.0,F,16199.27,1.0,5.0
271,22.0,F,20771.59,1.0,3.0
272,61.0,M,48319.92,0.0,1.0
273,19.0,M,2494.69,0.0,0.0
274,22.0,N,69535.21,1.0,3.0
275,71.0,F,80099.35,1.0,2.0
276,68.0,F,60872.21,0.0,4.0
277,60.0,F,56982.6,0.0,3.0
278,75.0,M,89021.43,0.0,2.0
279,48.0,M,74058.88,1.0,3.0
280,70.0,M,0.0,0.0,2.0
281,53.0,M,60827.55,0.0,0.0
282,36.0,F,19042.85,1.0,1.0
283,28.0,F,84141.19,1.0,5.0
284,38.0,N,92498.41,0.0,5.0
285,0.0,M,3925.95,1.0,5.0
286,19.0,F,10097.92,0.0,0.0
287,0.0,F,63615.27,1.0,2.0
288,60.0,M,63190.65,0.0,4.0
289,24.0,M,99005.48,0.0,1.0
290,25.0,N,42223.98,1.0,1.0
291,58.0,F,86030.09,0.0,0.0
292,33.0,F,88256.16,1.0,3.0
293,66.0,F,11206.45,1.0,4.0
294,72.0,F,54432.62,1.0,4.0
295,63.0,F,0.0,1.0,2.0
296,72.0,F,63754.02,1.0,4.0
297,69.0,F,12498.99,1.0,5.0
298,57.0,F,88076.35,1.0,3.0
299,45.0,F,53407.94,0.0,0.0
300,43.0,M,5295.85,1.0,0.0
301,59.0,M,6147.23,0.0,2.0
302,65.0,F,51907.07,0.0,4.0
303,64.0,M,81387.24,0.0,5.0
304,66.0,F,69620.14,0.0,2.0
305,57.0,M,32185.83,0.0,3.0
306,55.0,M,61392.0,0.0,4.0
307,0.0,M,71613.61,0.0,2.0
308,66.0,M,1082.66,1.0,1.0
309,50.0,M,47310.96,1.0,0.0
310,78.0,M,81358.52,1.0,4.0
311,22.0,F,3520.62,1.0,5.0
312,19.0,F,23075.47,1.0,3.0
313,27.0,M,0.0,1.0,4.0
314,0.0,M,41354.49,0.0,4.0
315,21.0,M,0.0,0.0,1.0
316,76.0,M,2264.25,0.0,3.0
317,44.0,F,94412.82,1.0,2.0
318,59.0,M,60313.31,1.0,5.0
319,56.0,N,61602.65,0.0,1.0
320,72.0,M,22488.35,0.0,2.0
321,68.0,F,26113.07,0.0,2.0
322,40.0,F,64045.52,1.0,3.0
323,52.0,F,2278.59,1.0,1.0
324,67.0,M,70460.09,0.0,4.0
325,76.0,F,60892.18,0.0,0.0
326,26.0,F,4882.76,0.0,3.0
327,52.0,M,37558.6,1.0,4.0
328,79.0,F,89981.53,1.0,0.0
329,0.0,F,68141.56,1.0,4.0
330,0.0,M,2468.03,0.0,4.0
331,39.0,F,11609.27,0.0,4.0
332,76.0,F,35805.47,1.0,4.0
333,0.0,F,71803.61,1.0,3.0
334,68.0,F,32581.52,0.0,3.0
335,75.0,M,57243.84,1.0,2.0
336,30.0,M,24487.82,1.0,5.0
337,48.0,M,57142.29,0.0,3.0
338,19.0,M,79115.0,1.0,0.0
339,47.0,N,32673.64,1.0,3.0
340,58.0,F,57686.58,1.0,2.0
341,42.0,N,6188.33,0.0,1.0
342,19.0,F,66234.8,0.0,4.0
343,54.0,F,18580.05,1.0,4.0
344,0.0,F,41587.13,0.0,3.0
345,61.0,M,96725.0,0.0,3.0
346,0.0,F,14177.69,0.0,0.0
347,0.0,M,42334.73,0.0,4.0
348,24.0,N,3379.49,0.0,1.0
349,30.0,M,92472.98,0.0,1.0
350,57.0,M,81186.18,0.0,5.0
351,52.0,N,50367.32,1.0,2.0
352,33.0,M,36073.74,1.0,3.0
353,25.0,N,0.0,0.0,3.0
354,78.0,F,97303.43,0.0,2.0
355,21.0,M,13359.14,0.0,2.0
356,0.0,M,94298.84,0.0,2.0
357,26.0,F,88268.8,0.0,5.0
358,37.0,F,63534.0,0.0,1.0
359,35.0,F,67594.17,1.0,2.0
360,44.0,F,80386.27,0.0,2.0
361,35.0,M,96311.22,1.0,5.0
362,0.0,F,40441.17,0.0,0.0
363,78.0,M,53525.81,0.0,0.0
364,53.0,M,45847.9,1.0,3.0
365,41.0,M,6930.05,0.0,5.0
366,34.0,M,14883.75,0.0,1.0
367,39.0,F,82077.77,1.0,2.0
368,47.0,M,98115.86,0.0,1.0
369,51.0,M,81254.76,0.0,3.0
370,78.0,M,68945.32,0.0,2.0
371,43.0,N,0.0,1.0,5.0
372,18.0,M,48385.11,1.0,1.0
373,78.0,F,89330.83,1.0,5.0
374,68.0,F,92290.88,0.0,4.0
375,57.0,F,8886.6,0.0,4.0
376,0.0,M,69518.92,0.0,5.0
377,63.0,N,83082.36,1.0,2.0
378,63.0,N,41593.91,0.0,5.0
379,72.0,F,3601.03,1.0,0.0
380,77.0,M,96412.92,0.0,3.0
381,33.0,M,94755.15,0.0,1.0
382,19.0,F,40534.74,1.0,5.0
383,54.0,M,76273.09,0.0,4.0
384,44.0,M,34751.67,1.0,5.0
385,30.0,F,0.0,1.0,3.0
386,22.0,F,0.0,1.0,3.0
387,33.0,M,43025.81,1.0,1.0
388,66.0,M,84670.64,1.0,3.0
389,73.0,M,14213.1,1.0,4.0
390,18.0,F,92308.97,1.0,4.0
391,53.0,F,15103.77,1.0,4.0
392,0.0,F,6979.78,0.0,3.0
393,78.0,M,10875.34,0.0,1.0
394,55.0,M,79943.95,0.0,5.0
395,43.0,M,59067.81,1.0,0.0
396,49.0,F,59694.72,1.0,3.0
397,0.0,N,44524.5,1.0,2.0
398,24.0,M,21362.06,1.0,1.0
399,49.0,M,68497.17,0.0,5.0
400,34.0,F,54389.33,1.0,2.0
401,68.0,F,94246.04,0.0,5.0
402,20.0,M,52361.47,1.0,2.0
403,29.0,N,0.0,0.0,1.0
404,0.0,F,0.0,0.0,3.0
405,21.0,F,0.0,1.0,3.0
406,65.0,N,47962.78,0.0,5.0
407,65.0,F,83390.93,0.0,5.0
408,50.0,M,1813.15,0.0,3.0
409,24.0,F,67568.61,0.0,2.0
410,40.0,F,82987.57,1.0,2.0
411,40.0,M,59688.72,0.0,4.0
412,52.0,M,54188.35,0.0,3.0
413,58.0,N,77172.96,0.0,4.0
414,30.0,M,96901.96,1.0,3.0
415,73.0,F,4460.11,1.0,2.0
416,71.0,F,58555.46,0.0,3.0
417,73.0,N,58938.7,0.0,4.0
418,53.0,M,6253.75,0.0,2.0
419,37.0,M,64078.7,1.0,4.0
420,61.0,F,60670.37,0.0,2.0
421,25.0,M,90401.7,0.0,4.0
422,32.0,N,9976.56,0.0,5.0
423,32.0,F,90591.49,1.0,5.0
424,47.0,F,69025.43,1.0,3.0
425,67.0,F,97950.12,0.0,5.0
426,74.0,M,94221.3,0.0,3.0
427,33.0,M,82360.7,1.0,3.0
428,36.0,F,34817.61,0.0,5.0
429,54.0,F,61193.43,0.0,3.0
430,45.0,M,64909.68,0.0,2.0
431,18.0,M,9300.04,0.0,4.0
432,40.0,N,96431.85,0.0,1.0
433,62.0,F,41018.5,1.0,5.0
434,55.0,F,63660.98,0.0,5.0
435,0.0,M,43026.85,1.0,5.0
436,63.0,F,49902.78,0.0,4.0
437,45.0,F,36102.02,1.0,0.0
438,44.0,M,41516.28,0.0,2.0
439,55.0,M,69388.64,1.0,3.0
440,51.0,M,92348.43,1.0,3.0
441,54.0,M,26126.08,0.0,5.0
442,77.0,F,66806.67,1.0,0.0
443,36.0,M,81484.48,1.0,3.0
444,43.0,F,90805.99,1.0,4.0
445,66.0,M,32324.21,0.0,0.0
446,51.0,F,9428.99,0.0,2.0
447,29.0,F,46765.4,1.0,2.0
448,57.0,F,31385.38,0.0,2.0
449,71.0,M,73202.35,0.0,0.0
450,29.0,F,22970.14,1.0,5.0
451,45.0,N,37201.31,0.0,5.0
452,76.0,F,77943.8,0.0,5.0
453,25.0,F,38640.83,0.0,2.0
454,68.0,M,64630.75,1.0,5.0
455,32.0,F,5471.9,0.0,5.0
456,34.0,N,57736.1,0.0,4.0
457,0.0,F,45180.06,0.0,2.0
458,44.0,F,73923.26,0.0,0.0
459,36.0,F,23270.85,0.0,0.0
460,72.0,F,24910.91,0.0,2.0
461,41.0,F,19529.01,0.0,5.0
462,73.0,M,87655.44,1.0,5.0
463,40.0,M,50949.1,1.0,1.0
464,74.0,F,42586.15,1.0,5.0
465,56.0,M,85052.83,0.0,4.0
466,51.0,F,0.0,0.0,4.0
467,25.0,N,96660.75,1.0,5.0
468,23.0,F,0.0,0.0,1.0
469,45.0,F,61971.72,1.0,1.0
470,0.0,M,85757.07,0.0,2.0
471,51.0,M,55208.22,1.0,1.0
472,78.0,M,38061.7,0.0,4.0
473,31.0,F,85299.95,1.0,2.0
474,45.0,N,88649.14,0.0,5.0
475,34.0,M,20351.08,1.0,5.0
476,26.0,M,99339.77,0.0,2.0
477,0.0,M,23215.81,1.0,0.0
478,19.0,F,97724.63,0.0,2.0
479,68.0,M,0.0,1.0,5.0
480,35.0,F,83108.14,0.0,4.0
481,78.0,M,42599.96,1.0,1.0
482,37.0,M,5406.8,0.0,5.0
483,76.0,F,94418.73,1.0,0.0
484,77.0,F,71452.29,0.0,2.0
485,25.0,M,45799.26,0.0,4.0
486,78.0,F,0.0,0.0,3.0
487,45.0,F,19028.16,0.0,2.0
488,47.0,M,49876.56,0.0,1.0
489,79.0,F,15685.5,1.0,3.0
490,55.0,F,62388.54,0.0,3.0
491,65.0,M,3494.83,1.0,3.0
492,18.0,M,2990.15,1.0,3.0
493,64.0,N,76723.69,1.0,2.0
494,30.0,N,92468.17,0.0,5.0
495,58.0,M,10345.08,0.0,1.0
496,63.0,F,77148.56,1.0,0.0
497,48.0,F,42840.56,1.0,3.0
498,0.0,M,70956.24,0.0,2.0
499,38.0,F,95931.64,0.0,3.0
500,28.0,M,70179.27,0.0,4.0
501,73.0,F,49488.85,1.0,4.0
502,23.0,F,34416.4,0.0,5.0
503,43.0,F,94629.18,1.0,4.0
504,60.0,F,97678.79,0.0,4.0
505,49.0,M,86289.2,1.0,4.0
506,24.0,M,99443.84,1.0,5.0
507,36.0,M,52941.07,1.0,2.0
508,77.0,M,60599.03,0.0,3.0
509,77.0,M,19277.81,0.0,1.0
510,48.0,N,0.0,1.0,4.0
511,56.0,M,34812.83,1.0,3.0
512,74.0,M,15197.83,0.0,0.0
513,34.0,M,22098.63,1.0,3.0
514,42.0,F,37702.63,0.0,2.0
515,34.0,F,58090.77,0.0,5.0
516,27.0,M,47088.65,1.0,1.0
517,70.0,M,0.0,0.0,1.0
518,27.0,M,23662.74,0.0,2.0
519,38.0,F,77383.26,0.0,2.0
520,0.0,M,24660.89,0.0,0.0
521,66.0,M,48622.67,0.0,4.0
522,0.0,F,81132.99,1.0,3.0
523,53.0,M,8075.48,1.0,0.0
524,57.0,F,10804.84,1.0,3.0
525,73.0,F,74122.19,1.0,2.0
526,68.0,M,49051.13,1.0,1.0
527,31.0,M,86219.66,1.0,5.0
528,63.0,F,54173.93,1.0,2.0
529,0.0,F,27842.58,0.0,2.0
530,77.0,F,0.0,1.0,0.0
531,0.0,F,58682.18,1.0,4.0
532,61.0,F,1963.23,0.0,5.0
533,0.0,M,56634.88,0.0,5.0
534,73.0,F,31819.4,1.0,4.0
535,51.0,M,60636.65,1.0,5.0
536,46.0,M,61704.53,1.0,3.0
537,54.0,F,95889.53,1.0,5.0
538,54.0,M,39016.1,1.0,4.0
539,38.0,M,14979.16,1.0,2.0
540,46.0,M,65276.88,1.0,2.0
541,43.0,F,63706.7,1.0,3.0
542,0.0,F,22674.8,0.0,2.0
543,50.0,F,44618.24,1.0,5.0
544,59.0,F,39438.08,1.0,4.0
545,74.0,F,81539.9,0.0,1.0
546,65.0,F,17338.01,0.0,3.0
547,48.0,N,6363.03,0.0,2.0
548,20.0,F,35371.92,0.0,4.0
549,78.0,F,78260.4,0.0,4.0
550,21.0,M,0.0,0.0,1.0
551,20.0,F,80976.49,0.0,5.0
552,78.0,M,0.0,0.0,2.0
553,26.0,F,90071.88,1.0,5.0
554,65.0,M,59935.18,1.0,2.0
555,68.0,F,89997.16,1.0,4.0
556,51.0,F,25126.74,1.0,5.0
557,54.0,F,28607.7,0.0,5.0
558,26.0,M,93057.01,0.0,5.0
559,50.0,F,74955.26,0.0,2.0
560,22.0,M,79868.3,1.0,4.0
561,58.0,F,75299.26,1.0,4.0
562,47.0,M,0.0,1.0,3.0
563,66.0,M,25364.69,1.0,4.0
564,32.0,F,12824.3,0.0,1.0
565,37.0,F,0.0,0.0,5.0
566,28.0,F,32307.41,1.0,2.0
567,20.0,M,58118.01,0.0,5.0
568,0.0,F,38641.24,1.0,0.0
569,30.0,F,75562.85,1.0,5.0
570,73.0,M,89011.85,1.0,5.0
571,61.0,F,8308.93,1.0,4.0
572,70.0,M,0.0,0.0,0.0
573,77.0,F,61926.64,1.0,5.0
574,51.0,M,61396.8,0.0,1.0
575,30.0,M,67573.96,1.0,3.0
576,21.0,F,30479.01,1.0,4.0
577,60.0,M,34032.07,0.0,4.0
578,46.0,M,95559.67,0.0,4.0
579,52.0,F,46942.04,1.0,1.0
580,39.0,M,0.0,0.0,4.0
581,28.0,F,45263.89,1.0,2.0
582,0.0,F,17286.22,1.0,4.0
583,77.0,F,2206.17,1.0,4.0
584,22.0,M,22224.75,1.0,3.0
585,71.0,F,82645.54,1.0,2.0
586,56.0,F,32549.34,1.0,4.0
587,51.0,M,89185.25,1.0,0.0
588,21.0,F,99239.39,0.0,5.0
589,0.0,M,15860.47,0.0,5.0
590,22.0,M,87415.88,0.0,0.0
591,30.0,F,51542.63,0.0,1.0
592,39.0,F,35325.4,0.0,5.0
593,71.0,F,21315.61,1.0,5.0
594,0.0,F,2264.69,0.0,5.0
595,26.0,N,95845.85,0.0,4.0
596,57.0,F,56309.84,0.0,5.0
597,69.0,N,94356.28,0.0,1.0
598,0.0,M,9195.81,0.0,4.0
599,46.0,F,53620.74,1.0,1.0
600,65.0,M,40314.83,1.0,5.0
601,58.0,N,13475.5,0.0,3.0
602,68.0,F,94851.29,1.0,2.0
603,46.0,N,40151.28,0.0,3.0
604,0.0,M,0.0,0.0,1.0
605,53.0,N,7339.78,1.0,4.0
606,55.0,F,9635.1,0.0,1.0
607,74.0,M,93427.78,1.0,2.0
608,79.0,F,66228.81,1.0,3.0
609,69.0,F,43266.41,0.0,1.0
610,0.0,M,6161.01,0.0,1.0
611,62.0,M,47795.73,1.0,1.0
612,60.0,F,76272.44,1.0,1.0
613,21.0,M,33110.04,0.0,0.0
614,55.0,M,0.0,1.0,1.0
615,34.0,F,11517.12,0.0,3.0
616,78.0,M,68713.86,0.0,2.0
617,31.0,M,6896.55,0.0,2.0
618,36.0,M,43591.67,0.0,3.0
619,21.0,N,0.0,0.0,2.0
620,18.0,M,7162.38,1.0,2.0
621,53.0,M,67038.02,1.0,5.0
622,55.0,F,41909.76,1.0,5.0
623,79.0,F,50898.76,1.0,5.0
624,41.0,M,19148.87,1.0,2.0
625,71.0,M,66899.72,1.0,4.0
626,66.0,M,96810.31,0.0,0.0
627,33.0,M,72021.22,0.0,1.0
628,55.0,M,76488.2,0.0,0.0
629,37.0,M,0.0,0.0,1.0
630,24.0,F,0.0,0.0,3.0
631,78.0,N,0.0,0.0,2.0
632,0.0,M,72430.06,1.0,3.0
633,74.0,M,47633.66,0.0,3.0
634,53.0,M,84770.0,0.0,5.0
635,0.0,F,2428.13,1.0,3.0
636,0.0,M,63746.43,1.0,4.0
637,0.0,F,44214.77,0.0,5.0
638,46.0,F,70646.53,0.0,0.0
639,0.0,M,79730.73,1.0,2.0
640,79.0,M,0.0,1.0,2.0
641,24.0,M,0.0,0.0,2.0
642,0.0,F,0.0,0.0,3.0
643,65.0,F,14157.3,1.0,4.0
644,78.0,F,32287.39,1.0,4.0
645,21.0,M,26959.41,1.0,4.0
646,63.0,F,28146.83,1.0,3.0
647,59.0,F,0.0,1.0,4.0
648,31.0,M,17995.21,1.0,2.0
649,78.0,F,55361.03,1.0,1.0
650,57.0,M,91010.05,1.0,0.0
651,51.0,M,69209.32,0.0,3.0
652,73.0,M,82847.3,1.0,4.0
653,52.0,F,4375.48,1.0,0.0
654,79.0,M,69189.9,0.0,2.0
655,33.0,F,4746.96,0.0,2.0
656,54.0,M,44452.28,1.0,2.0
657,47.0,F,5332.26,0.0,4.0
658,66.0,F,89796.81,0.0,1.0
659,25.0,F,78877.57,0.0,3.0
660,56.0,F,85529.63,1.0,0.0
661,0.0,M,96083.18,1.0,4.0
662,53.0,F,57124.19,0.0,4.0
663,43.0,M,73583.54,0.0,5.0
664,52.0,M,92052.92,0.0,2.0
665,26.0,M,0.0,0.0,1.0
